@Relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@Attribute currentDate string
@Attribute currentTime numeric
@Attribute timeFromStart numeric
@Attribute percentageIntoTask numeric
@Attribute sourceDifficulty string
@Attribute editOrInsertPercentage numeric
@Attribute debugPercentage numeric
@Attribute navigationPercentage numeric
@Attribute focusPercentage numeric
@Attribute removePercentage numeric
@Attribute stuck {YES,NO}

@data
15.27.08,1379100428850,1928972,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.08,1379100428865,1928987,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.08,1379100428865,1928987,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.09,1379100429178,1929300,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.09,1379100429193,1929315,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.09,1379100429193,1929315,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.09,1379100429756,1929878,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.10,1379100430443,1930565,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.10,1379100430443,1930565,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.10,1379100430912,1931034,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.11,1379100431037,1931159,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.11,1379100431537,1931659,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.11,1379100431553,1931675,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.11,1379100431662,1931784,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.12,1379100432959,1933081,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.12,1379100432959,1933081,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.13,1379100433115,1933237,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.13,1379100433725,1933847,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.14,1379100434475,1934597,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.14,1379100434490,1934612,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.15,1379100435037,1935159,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.15,1379100435943,1936065,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.15,1379100435943,1936065,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.16,1379100436725,1936847,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.17,1379100437522,1937644,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.17,1379100437522,1937644,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.17,1379100437725,1937847,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.18,1379100438318,1938440,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.18,1379100438584,1938706,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.21,1379100441943,1942065,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.22,1379100442350,1942472,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.23,1379100443053,1943175,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.23,1379100443053,1943175,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.23,1379100443334,1943456,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.23,1379100443334,1943456,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.24,1379100444850,1944972,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.24,1379100444975,1945097,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.25,1379100445397,1945519,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.25,1379100445397,1945519,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.25,1379100445615,1945737,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.26,1379100446521,1946643,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.26,1379100446693,1946815,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.28,1379100448209,1948331,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.29,1379100449021,1949143,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.29,1379100449037,1949159,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.29,1379100449115,1949237,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.29,1379100449553,1949675,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.29,1379100449912,1950034,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.30,1379100450428,1950550,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.30,1379100450631,1950753,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.34,1379100454521,1954643,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.34,1379100454521,1954643,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.35,1379100455334,1955456,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.35,1379100455381,1955503,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.36,1379100456068,1956190,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.36,1379100456100,1956222,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.36,1379100456756,1956878,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.38,1379100458240,1958362,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.38,1379100458256,1958378,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.39,1379100459115,1959237,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.40,1379100460975,1961097,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.40,1379100460990,1961112,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.41,1379100461553,1961675,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.41,1379100461709,1961831,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.43,1379100463865,1963987,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.44,1379100464584,1964706,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.45,1379100465365,1965487,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.45,1379100465381,1965503,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.45,1379100465568,1965690,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.46,1379100466443,1966565,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.47,1379100467099,1967221,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.47,1379100467115,1967237,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.47,1379100467131,1967253,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.47,1379100467131,1967253,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.47,1379100467693,1967815,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.47,1379100467974,1968096,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.47,1379100467974,1968096,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.48,1379100468912,1969034,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.49,1379100469334,1969456,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.51,1379100471396,1971518,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.51,1379100471912,1972034,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.51,1379100471928,1972050,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.52,1379100472537,1972659,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.53,1379100473928,1974050,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.54,1379100474396,1974518,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.54,1379100474584,1974706,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.55,1379100475912,1976034,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.56,1379100476678,1976800,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.57,1379100477240,1977362,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.57,1379100477240,1977362,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.57,1379100477256,1977378,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.57,1379100477803,1977925,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.58,1379100478037,1978159,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.27.58,1379100478053,1978175,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.10,1379100490099,1990221,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.10,1379100490365,1990487,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.11,1379100491693,1991815,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.12,1379100492506,1992628,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.12,1379100492521,1992643,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.12,1379100492662,1992784,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.12,1379100492865,1992987,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.13,1379100493177,1993299,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.16,1379100496506,1996628,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.16,1379100496506,1996628,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.17,1379100497896,1998018,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.17,1379100497896,1998018,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.17,1379100497959,1998081,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.19,1379100499802,1999924,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.19,1379100499802,1999924,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.20,1379100500537,2000659,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.20,1379100500537,2000659,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.20,1379100500599,2000721,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.20,1379100500599,2000721,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.22,1379100502365,2002487,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.22,1379100502365,2002487,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.22,1379100502927,2003049,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.22,1379100502927,2003049,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.25,1379100505271,2005393,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.25,1379100505271,2005393,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.25,1379100505880,2006002,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.25,1379100505880,2006002,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.26,1379100506443,2006565,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.26,1379100506443,2006565,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.26,1379100506474,2006596,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.26,1379100506505,2006627,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.27,1379100507052,2007174,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.27,1379100507068,2007190,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.27,1379100507865,2007987,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.27,1379100507880,2008002,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.28,1379100508037,2008159,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.28,1379100508193,2008315,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.28,1379100508802,2008924,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.28,1379100508818,2008940,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.29,1379100509490,2009612,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.29,1379100509490,2009612,0,threshold,0.0,0.0,0.0,0.0,0.0,YES
15.28.30,1379100510959,2011081,0,threshold,0.0,0.0,0.0,9.090909090909092,0.0,YES
15.28.49,1379100529896,2030018,0,threshold,0.0,0.0,0.0,18.181818181818183,0.0,YES
15.28.57,1379100537146,2037268,0,threshold,0.0,0.0,0.0,18.181818181818183,0.0,YES
15.28.57,1379100537599,2037721,0,threshold,0.0,0.0,0.0,16.666666666666664,0.0,YES
15.29.05,1379100545771,2045893,0,threshold,0.0,0.0,0.0,23.076923076923077,0.0,YES
15.29.41,1379100581380,2081502,0,predictionCorrection,0.0,0.0,0.0,28.57142857142857,0.0,YES
15.29.42,1379100582646,2082768,0,prediction,0.0,0.0,0.0,26.666666666666668,0.0,NO
15.29.45,1379100585505,2085627,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.31.41,1379100701444,2201566,0,prediction,0.0,0.0,0.0,40.0,0.0,NO
15.31.42,1379100702975,2203097,0,prediction,0.0,0.0,0.0,37.5,0.0,NO
15.31.43,1379100703600,2203722,0,prediction,0.0,0.0,0.0,35.294117647058826,0.0,NO
15.31.43,1379100703616,2203738,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.31.44,1379100704163,2204285,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.31.44,1379100704163,2204285,0,prediction,0.0,0.0,0.0,35.294117647058826,0.0,NO
15.31.44,1379100704163,2204285,0,prediction,0.0,0.0,0.0,37.5,0.0,NO
15.31.44,1379100704178,2204300,0,prediction,0.0,0.0,0.0,37.5,0.0,NO
15.31.44,1379100704178,2204300,0,prediction,0.0,0.0,0.0,37.5,0.0,NO
15.31.44,1379100704178,2204300,0,prediction,0.0,0.0,0.0,40.0,0.0,NO
15.31.44,1379100704257,2204379,0,prediction,0.0,0.0,0.0,40.0,0.0,NO
15.31.44,1379100704960,2205082,0,prediction,0.0,0.0,0.0,42.857142857142854,0.0,NO
15.31.44,1379100704975,2205097,0,prediction,0.0,0.0,0.0,46.15384615384615,0.0,NO
15.31.44,1379100704991,2205113,0,prediction,0.0,0.0,0.0,46.15384615384615,0.0,NO
15.31.44,1379100704991,2205113,0,prediction,0.0,0.0,0.0,46.15384615384615,0.0,NO
15.31.44,1379100704991,2205113,0,prediction,0.0,0.0,0.0,46.15384615384615,0.0,NO
15.31.44,1379100704991,2205113,0,prediction,0.0,0.0,0.0,46.15384615384615,0.0,NO
15.31.47,1379100707975,2208097,0,prediction,0.0,0.0,0.0,38.46153846153847,0.0,NO
15.31.48,1379100708288,2208410,0,prediction,0.0,0.0,0.0,30.76923076923077,0.0,NO
15.31.51,1379100711850,2211972,0,prediction,0.0,0.0,0.0,30.76923076923077,0.0,NO
15.31.52,1379100712382,2212504,0,prediction,0.0,0.0,0.0,30.76923076923077,0.0,NO
15.31.52,1379100712397,2212519,0,prediction,0.0,0.0,0.0,23.076923076923077,0.0,NO
15.31.52,1379100712991,2213113,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.31.52,1379100712991,2213113,0,prediction,0.0,0.0,0.0,18.181818181818183,0.0,NO
15.31.53,1379100713054,2213176,0,prediction,0.0,0.0,0.0,9.090909090909092,0.0,NO
15.31.53,1379100713522,2213644,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.53,1379100713522,2213644,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.53,1379100713585,2213707,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.53,1379100713600,2213722,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.53,1379100713726,2213848,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.53,1379100713944,2214066,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.53,1379100713991,2214113,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.54,1379100714522,2214644,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.54,1379100714522,2214644,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.54,1379100714538,2214660,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.54,1379100714538,2214660,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.54,1379100714679,2214801,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.55,1379100715569,2215691,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.55,1379100715569,2215691,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.55,1379100715569,2215691,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.55,1379100715585,2215707,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.56,1379100716319,2216441,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.58,1379100718476,2218598,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.58,1379100718757,2218879,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.31.59,1379100719788,2219910,0,prediction,0.0,0.0,0.0,8.333333333333332,0.0,NO
15.32.00,1379100720007,2220129,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.00,1379100720069,2220191,0,prediction,0.0,0.0,0.0,18.181818181818183,0.0,NO
15.32.00,1379100720101,2220223,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.00,1379100720179,2220301,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.00,1379100720179,2220301,0,prediction,0.0,0.0,0.0,18.181818181818183,0.0,NO
15.32.00,1379100720194,2220316,0,prediction,0.0,0.0,0.0,18.181818181818183,0.0,NO
15.32.00,1379100720194,2220316,0,prediction,0.0,0.0,0.0,18.181818181818183,0.0,NO
15.32.00,1379100720444,2220566,0,prediction,0.0,0.0,0.0,20.0,0.0,NO
15.32.01,1379100721116,2221238,0,prediction,0.0,0.0,0.0,22.22222222222222,0.0,NO
15.32.01,1379100721132,2221254,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.32.01,1379100721132,2221254,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.32.01,1379100721148,2221270,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.32.01,1379100721179,2221301,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.32.02,1379100722976,2223098,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.32.03,1379100723507,2223629,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.32.04,1379100724210,2224332,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.32.04,1379100724210,2224332,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.32.04,1379100724210,2224332,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.32.04,1379100724210,2224332,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.32.04,1379100724382,2224504,0,prediction,0.0,0.0,0.0,37.5,0.0,NO
15.32.04,1379100724694,2224816,0,prediction,0.0,0.0,0.0,44.44444444444444,0.0,NO
15.32.04,1379100724726,2224848,0,prediction,0.0,0.0,0.0,50.0,0.0,NO
15.32.04,1379100724741,2224863,0,prediction,0.0,0.0,0.0,44.44444444444444,0.0,NO
15.32.04,1379100724804,2224926,0,prediction,0.0,0.0,0.0,50.0,0.0,NO
15.32.04,1379100724819,2224941,0,prediction,0.0,0.0,0.0,42.857142857142854,0.0,NO
15.32.04,1379100724819,2224941,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.32.05,1379100725054,2225176,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.32.05,1379100725757,2225879,0,prediction,0.0,0.0,0.0,40.0,0.0,NO
15.32.05,1379100725757,2225879,0,prediction,0.0,0.0,0.0,40.0,0.0,NO
15.32.05,1379100725773,2225895,0,prediction,0.0,0.0,0.0,40.0,0.0,NO
15.32.06,1379100726538,2226660,0,prediction,0.0,0.0,0.0,40.0,0.0,NO
15.32.06,1379100726679,2226801,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.32.07,1379100727304,2227426,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.32.07,1379100727304,2227426,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.32.07,1379100727304,2227426,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.32.08,1379100728601,2228723,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.32.09,1379100729241,2229363,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.32.14,1379100734726,2234848,0,prediction,0.0,0.0,0.0,28.57142857142857,0.0,NO
15.32.15,1379100735179,2235301,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.32.16,1379100736382,2236504,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.32.18,1379100738992,2239114,0,prediction,0.0,0.0,0.0,22.22222222222222,0.0,NO
15.32.21,1379100741210,2241332,0,prediction,0.0,0.0,0.0,20.0,0.0,NO
15.32.22,1379100742320,2242442,0,prediction,0.0,0.0,0.0,27.27272727272727,0.0,NO
15.32.50,1379100770430,2270552,0,prediction,0.0,0.0,0.0,33.33333333333333,0.0,NO
15.32.52,1379100772305,2272427,0,prediction,0.0,0.0,0.0,25.0,0.0,NO
15.32.54,1379100774055,2274177,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.54,1379100774055,2274177,0,prediction,0.0,0.0,0.0,15.384615384615385,0.0,NO
15.32.54,1379100774695,2274817,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.54,1379100774695,2274817,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.54,1379100774695,2274817,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.54,1379100774727,2274849,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.54,1379100774727,2274849,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.54,1379100774742,2274864,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.55,1379100775727,2275849,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.55,1379100775727,2275849,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.55,1379100775727,2275849,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.56,1379100776242,2276364,0,prediction,0.0,0.0,0.0,16.666666666666664,0.0,NO
15.32.56,1379100776383,2276505,0,prediction,0.0,0.0,0.0,15.384615384615385,0.0,NO
15.32.57,1379100777024,2277146,0,prediction,0.0,0.0,0.0,14.285714285714285,0.0,NO
15.32.57,1379100777055,2277177,0,prediction,0.0,0.0,0.0,13.333333333333334,0.0,NO
15.32.57,1379100777117,2277239,0,prediction,0.0,0.0,0.0,12.5,0.0,NO
15.32.58,1379100778242,2278364,0,prediction,0.0,0.0,0.0,13.333333333333334,0.0,NO
15.32.58,1379100778445,2278567,0,prediction,0.0,0.0,0.0,14.285714285714285,0.0,NO
15.32.59,1379100779727,2279849,0,prediction,0.0,0.0,0.0,14.285714285714285,0.0,NO
15.32.59,1379100779742,2279864,0,prediction,0.0,0.0,0.0,14.285714285714285,0.0,NO
15.32.59,1379100779992,2280114,0,prediction,0.0,0.0,0.0,14.285714285714285,0.0,NO
15.33.00,1379100780664,2280786,0,prediction,0.0,0.0,0.0,15.384615384615385,0.0,NO
15.33.01,1379100781102,2281224,0,prediction,0.0,0.0,0.0,8.333333333333332,0.0,NO
15.33.01,1379100781133,2281255,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.01,1379100781946,2282068,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.01,1379100781946,2282068,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.01,1379100781946,2282068,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.02,1379100782117,2282239,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.02,1379100782711,2282833,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.02,1379100782727,2282849,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.03,1379100783274,2283396,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.03,1379100783274,2283396,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.03,1379100783274,2283396,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.04,1379100784571,2284693,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.05,1379100785289,2285411,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.05,1379100785321,2285443,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.07,1379100787430,2287552,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.07,1379100787461,2287583,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.08,1379100788289,2288411,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.08,1379100788305,2288427,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.08,1379100788321,2288443,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.08,1379100788321,2288443,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.08,1379100788930,2289052,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.08,1379100788961,2289083,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.09,1379100789508,2289630,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.09,1379100789524,2289646,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.09,1379100789899,2290021,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.10,1379100790336,2290458,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.10,1379100790336,2290458,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.10,1379100790336,2290458,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.10,1379100790493,2290615,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.10,1379100790508,2290630,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.10,1379100790680,2290802,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.11,1379100791274,2291396,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.11,1379100791289,2291411,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.11,1379100791883,2292005,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.11,1379100791883,2292005,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.13,1379100793961,2294083,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.13,1379100793961,2294083,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.14,1379100794383,2294505,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.14,1379100794540,2294662,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.14,1379100794993,2295115,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.14,1379100794993,2295115,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
15.33.17,1379100797258,2297380,0,prediction,0.0,0.0,0.0,0.0,0.0,NO
